ID,IP vs SHE / V,EA vs SHE / V,Excitation Energy / eV
000011111111_lowest-conformer,0.12185600000000002,-1.622424,2.07985
000101111111_lowest-conformer,0.1689359999999997,-1.6099920000000005,2.1045
000110111111_lowest-conformer,0.18116799999999933,-1.6413240000000004,2.13595
000111011111_lowest-conformer,0.2285999999999998,-1.6129320000000003,2.1521
000111101111_lowest-conformer,0.22763199999999972,-1.6363680000000005,2.1546499999999997
000111110111_lowest-conformer,0.2075679999999996,-1.6379640000000004,2.0908999999999995
000111111011_lowest-conformer,0.2009679999999993,-1.6251960000000003,2.0841000000000003
000111111101_lowest-conformer,0.13954399999999945,-1.6474560000000005,2.07815
000111111110_lowest-conformer,0.12414399999999937,-1.6251120000000001,2.05775
001001111111_lowest-conformer,0.14403199999999994,-1.6372920000000002,2.12575
001010111111_lowest-conformer,0.2225279999999999,-1.6141920000000003,2.1580500000000002
001011011111_lowest-conformer,0.23528799999999983,-1.6266240000000005,2.1716499999999996
001011101111_lowest-conformer,0.2667039999999993,-1.6325040000000002,2.1776000000000004
001011110111_lowest-conformer,0.2586079999999994,-1.6601400000000002,2.16995
001011111011_lowest-conformer,0.2114399999999999,-1.6554360000000004,2.1147
001011111101_lowest-conformer,0.18301599999999973,-1.6420800000000002,2.09685
001011111110_lowest-conformer,0.13919199999999948,-1.6452720000000003,2.0756
001100111111_lowest-conformer,0.21302399999999938,-1.6230120000000001,2.16995
001101011111_lowest-conformer,0.2619519999999994,-1.6283040000000002,2.18525
001101101111_lowest-conformer,0.28544799999999937,-1.6522440000000005,2.2065
001101110111_lowest-conformer,0.28905599999999954,-1.6506480000000003,2.1954499999999997
001101111011_lowest-conformer,0.26881599999999983,-1.650732,2.1231999999999998
001101111101_lowest-conformer,0.21161599999999953,-1.6596360000000003,2.1249
001101111110_lowest-conformer,0.17043199999999936,-1.652832,2.10025
001110011111_lowest-conformer,0.26133599999999935,-1.6353600000000001,2.1954499999999997
001110101111_lowest-conformer,0.32372799999999924,-1.6291440000000001,2.20055
001110110111_lowest-conformer,0.31915199999999977,-1.6373760000000004,2.1912
001110111011_lowest-conformer,0.297944,-1.6506480000000003,2.16145
001110111101_lowest-conformer,0.2525359999999995,-1.6472040000000003,2.13425
001110111110_lowest-conformer,0.20888799999999963,-1.6514040000000003,2.1121499999999997
001111001111_lowest-conformer,0.27479999999999993,-1.6484640000000002,2.20225
001111010111_lowest-conformer,0.30296,-1.6396440000000003,2.1521
001111011011_lowest-conformer,0.2861519999999993,-1.6464480000000004,2.1206499999999995
001111011101_lowest-conformer,0.2567599999999998,-1.6667760000000005,2.1325499999999997
001111011110_lowest-conformer,0.22217599999999993,-1.6540920000000003,2.1087499999999997
001111100111_lowest-conformer,0.2472559999999993,-1.6441800000000002,2.1138500000000002
001111101011_lowest-conformer,0.24593600000000004,-1.6674480000000003,2.13
001111101101_lowest-conformer,0.2357279999999996,-1.6514040000000003,2.1028000000000002
001111101110_lowest-conformer,0.22463999999999962,-1.6350240000000003,2.0721999999999996
001111110011_lowest-conformer,0.19075999999999965,-1.6565280000000004,2.08325
001111110101_lowest-conformer,0.18926400000000004,-1.6549320000000005,2.0654
001111110110_lowest-conformer,0.16875999999999935,-1.6644240000000003,2.05605
001111111001_lowest-conformer,0.1525679999999996,-1.6503960000000002,2.04755
001111111010_lowest-conformer,0.14183199999999957,-1.6559400000000002,2.0399
001111111100_lowest-conformer,0.11859999999999982,-1.6494720000000003,2.03225
010001111111_lowest-conformer,0.1675279999999999,-1.6170480000000005,2.1215
010010111111_lowest-conformer,0.20941599999999994,-1.6328400000000005,2.1623
010011011111_lowest-conformer,0.2470799999999997,-1.6398120000000003,2.16485
010011101111_lowest-conformer,0.2700479999999993,-1.6416600000000003,2.1861
010011110111_lowest-conformer,0.25561599999999934,-1.6535040000000003,2.1555
010011111011_lowest-conformer,0.2505119999999995,-1.6248600000000004,2.10025
010011111101_lowest-conformer,0.2071279999999998,-1.6314120000000005,2.1036499999999996
010011111110_lowest-conformer,0.14746399999999976,-1.6422480000000002,2.0806999999999998
010100111111_lowest-conformer,0.24320799999999937,-1.6055400000000004,2.18695
010101011111_lowest-conformer,0.2682879999999995,-1.6234320000000004,2.19375
010101101111_lowest-conformer,0.29935199999999984,-1.6418280000000003,2.2116000000000002
010101110111_lowest-conformer,0.3275119999999998,-1.641744,2.2141499999999996
010101111011_lowest-conformer,0.3019919999999999,-1.6404000000000005,2.1657
010101111101_lowest-conformer,0.24690399999999935,-1.6421640000000004,2.1317
010101111110_lowest-conformer,0.1817839999999995,-1.6524120000000004,2.10195
010110011111_lowest-conformer,0.28676799999999947,-1.6447680000000002,2.21585
010110101111_lowest-conformer,0.33736799999999956,-1.6359480000000004,2.22775
010110110111_lowest-conformer,0.35267999999999977,-1.6461960000000002,2.24135
010110111011_lowest-conformer,0.32161599999999957,-1.6568640000000006,2.15975
010110111101_lowest-conformer,0.2777039999999995,-1.6608960000000004,2.1588999999999996
010110111110_lowest-conformer,0.2433839999999997,-1.6527480000000003,2.14615
010111001111_lowest-conformer,0.31923999999999964,-1.6467000000000003,2.2047999999999996
010111010111_lowest-conformer,0.3533839999999997,-1.6377960000000003,2.2124499999999996
010111011011_lowest-conformer,0.3367519999999994,-1.6553520000000002,2.16145
010111011101_lowest-conformer,0.3033119999999999,-1.6518240000000004,2.1555
010111011110_lowest-conformer,0.24303199999999975,-1.6722360000000003,2.14105
010111100111_lowest-conformer,0.29204799999999964,-1.6488,2.1274499999999996
010111101011_lowest-conformer,0.296272,-1.6599720000000002,2.1401999999999997
010111101101_lowest-conformer,0.2857999999999994,-1.6501440000000005,2.1078999999999994
010111101110_lowest-conformer,0.23449599999999932,-1.6756800000000003,2.1028000000000002
010111110011_lowest-conformer,0.230184,-1.6593000000000004,2.09005
010111110101_lowest-conformer,0.23088799999999993,-1.6523280000000002,2.079
