ID,IP vs SHE / V,EA vs SHE / V,Excitation Energy / eV
000011111111_lowest-conformer,0.3108799999999995,-1.9730400000000003,2.3543999999999996
000101111111_lowest-conformer,0.34933599999999976,-1.97808,2.39435
000110111111_lowest-conformer,0.4202639999999994,-1.9972320000000003,2.50485
000111011111_lowest-conformer,0.43724799999999964,-2.017392,2.5498999999999996
000111101111_lowest-conformer,0.43328799999999956,-2.046876,2.56945
000111110111_lowest-conformer,0.4365439999999997,-2.0515800000000004,2.58305
000111111011_lowest-conformer,0.4373359999999995,-2.060484,2.57795
000111111101_lowest-conformer,0.45687200000000006,-2.054436,2.5737
000111111110_lowest-conformer,0.43372799999999934,-2.0924880000000003,2.5533
001001111111_lowest-conformer,0.36376799999999976,-1.9785840000000003,2.3841499999999995
001010111111_lowest-conformer,0.4016959999999997,-1.9757280000000004,2.44875
001011011111_lowest-conformer,0.44270399999999943,-2.0139480000000005,2.52865
001011101111_lowest-conformer,0.46892799999999935,-2.0163,2.5668999999999995
001011110111_lowest-conformer,0.47411999999999976,-2.027388,2.589
001011111011_lowest-conformer,0.4691919999999995,-2.0504880000000005,2.5652
001011111101_lowest-conformer,0.47112799999999966,-2.0572920000000003,2.5516
001011111110_lowest-conformer,0.475352,-2.063676,2.5516
001100111111_lowest-conformer,0.4300319999999993,-1.9978200000000004,2.4547
001101011111_lowest-conformer,0.45836799999999966,-2.0076480000000005,2.5838999999999994
001101101111_lowest-conformer,0.496472,-2.0457,2.68845
001101110111_lowest-conformer,0.515568,-2.0478840000000007,2.7266999999999997
001101111011_lowest-conformer,0.517944,-2.070984,2.75135
001101111101_lowest-conformer,0.5214639999999996,-2.0823240000000003,2.7182
001101111110_lowest-conformer,0.5285919999999994,-2.094588,2.67825
001110011111_lowest-conformer,0.4587199999999997,-2.0228520000000003,2.4886999999999997
001110101111_lowest-conformer,0.488112,-2.011512,2.62555
001110110111_lowest-conformer,0.515568,-2.048304,2.67995
001110111011_lowest-conformer,0.54408,-2.073672,2.7539
001110111101_lowest-conformer,0.5486559999999995,-2.1008880000000003,2.7887500000000003
001110111110_lowest-conformer,0.5672240000000001,-2.1090360000000006,2.7504999999999997
001111001111_lowest-conformer,0.4654079999999997,-2.0367120000000005,2.4895500000000004
001111010111_lowest-conformer,0.49233599999999944,-2.0289840000000003,2.6119499999999998
001111011011_lowest-conformer,0.5356319999999994,-2.0642640000000005,2.68675
001111011101_lowest-conformer,0.5572799999999998,-2.0922360000000007,2.7411499999999998
001111011110_lowest-conformer,0.5725039999999995,-2.1293640000000007,2.75985
001111100111_lowest-conformer,0.47508799999999984,-2.0415,2.5057
001111101011_lowest-conformer,0.5028959999999999,-2.0367960000000003,2.57115
001111101101_lowest-conformer,0.5446959999999994,-2.0806440000000004,2.691
001111101110_lowest-conformer,0.5710959999999996,-2.1341520000000003,2.7607
001111110011_lowest-conformer,0.48089599999999955,-2.0469600000000003,2.521
001111110101_lowest-conformer,0.5153919999999996,-2.061744,2.59495
001111110110_lowest-conformer,0.5607119999999995,-2.1247440000000006,2.7504999999999997
001111111001_lowest-conformer,0.49383199999999994,-2.0800560000000003,2.6008999999999998
