ID,IP vs SHE / V,EA vs SHE / V,Excitation Energy / eV
000000000111_lowest-conformer,0.04705600000000004,-1.7610240000000001,2.01185
000000001011_lowest-conformer,0.08929599999999932,-1.7328000000000001,2.0407499999999996
000000001101_lowest-conformer,0.07671199999999972,-1.7711880000000004,2.0501000000000005
000000001110_lowest-conformer,0.08524799999999938,-1.7674920000000003,2.0416000000000003
000000010011_lowest-conformer,0.1150799999999994,-1.7387640000000002,2.0739
000000010101_lowest-conformer,0.12537599999999965,-1.7480040000000003,2.10025
000000010110_lowest-conformer,0.11842399999999942,-1.7594280000000002,2.07645
000000011001_lowest-conformer,0.11481600000000003,-1.7851320000000004,2.0959999999999996
000000011010_lowest-conformer,0.11349599999999999,-1.7918520000000002,2.09685
000000011100_lowest-conformer,0.12291199999999991,-1.7906760000000004,2.09005
000000100011_lowest-conformer,0.10979999999999995,-1.7688360000000003,2.0993999999999997
000000100101_lowest-conformer,0.11604799999999948,-1.7820240000000005,2.1283
000000100110_lowest-conformer,0.12704799999999966,-1.7883240000000002,2.1121499999999997
000000101001_lowest-conformer,0.14517599999999958,-1.7793360000000005,2.1453
000000101010_lowest-conformer,0.13171199999999972,-1.7966400000000002,2.1504
000000101100_lowest-conformer,0.148696,-1.8007560000000005,2.1325499999999997
000000110001_lowest-conformer,0.1539759999999994,-1.7910120000000005,2.14615
000000110010_lowest-conformer,0.1618079999999999,-1.8067200000000003,2.16145
000000110100_lowest-conformer,0.15212799999999982,-1.8225120000000006,2.1657
000000111000_lowest-conformer,0.1542399999999996,-1.8366240000000005,2.1555
000001000011_lowest-conformer,0.10944800000000005,-1.7849640000000002,2.1266000000000003
000001000101_lowest-conformer,0.15344799999999986,-1.7559840000000004,2.1521
000001000110_lowest-conformer,0.16321599999999975,-1.7836200000000004,2.1606
000001001001_lowest-conformer,0.16427199999999964,-1.7853840000000005,2.18355
000001001010_lowest-conformer,0.15617599999999976,-1.7973120000000002,2.1793
000001001100_lowest-conformer,0.1831919999999993,-1.7934480000000004,2.1673999999999998
000001010001_lowest-conformer,0.1734239999999994,-1.7941200000000002,2.2014
000001010010_lowest-conformer,0.17377599999999938,-1.8085680000000002,2.2065
000001010100_lowest-conformer,0.17843999999999943,-1.8105840000000002,2.215
000001011000_lowest-conformer,0.1975359999999995,-1.8133560000000002,2.1912
000001100001_lowest-conformer,0.17667999999999967,-1.7987400000000002,2.2167
000001100010_lowest-conformer,0.18143199999999954,-1.8242760000000005,2.2311499999999995
000001100100_lowest-conformer,0.19894399999999934,-1.8301560000000001,2.25155
000001101000_lowest-conformer,0.18996799999999997,-1.8378000000000003,2.2498500000000003
000001110000_lowest-conformer,0.18574399999999963,-1.844268,2.2319999999999998
000010000011_lowest-conformer,0.11816000000000004,-1.7676600000000005,2.0892
000010000101_lowest-conformer,0.14200799999999997,-1.7685840000000004,2.1274499999999996
000010000110_lowest-conformer,0.13663999999999993,-1.7998320000000003,2.13085
000010001001_lowest-conformer,0.1552959999999995,-1.7932800000000004,2.1767499999999997
000010001010_lowest-conformer,0.18459999999999993,-1.7763120000000003,2.18695
